Altitude,Roll,Yaw,Airspeed,Pitch,X Acceleration,Y Acceleration,Z Acceleration,Vertical Velocity,Time
4810.06,-0.198431,6.07163,128.287,0.434812,231.149,-0.251974,23.0915,-77.1799,70.88
4818.47,-0.198205,6.07337,128.419,0.415635,231.676,-0.37671,20.3418,-75.6077,70.99
4826.7,-0.19815,6.07485,128.556,0.398844,232.135,-0.503526,18.1309,-74.0429,71.09
4835.45,-0.198302,6.07651,128.738,0.379457,232.666,-0.675942,15.8181,-72.0065,71.21
4842.56,-0.198765,6.07778,128.906,0.363865,233.104,-0.833851,14.1417,-70.192,71.31
4850.15,-0.199715,6.07886,129.108,0.348356,233.576,-1.03987,12.653,-67.8961,71.43
4857.51,-0.201069,6.07979,129.349,0.332696,234.097,-1.2397,11.683,-65.6897,71.54
4864.62,-0.202614,6.08052,129.568,0.319992,234.553,-1.42855,10.9345,-63.6252,71.64
4871.48,-0.204268,6.08128,129.828,0.306302,235.08,-1.64327,10.2272,-61.2986,71.75
4878.08,-0.206079,6.08199,130.109,0.292959,235.636,-1.86513,9.59529,-58.7019,71.87
4884.42,-0.208124,6.08261,130.411,0.280035,236.222,-2.09106,9.19402,-56.4961,71.97
4890.49,-0.210325,6.08317,130.733,0.267344,236.841,-2.31818,8.83217,-54.0333,72.08
4896.28,-0.212622,6.08366,131.077,0.254973,237.494,-2.54473,8.56305,-51.5387,72.19
4901.31,-0.21505,6.08407,131.443,0.242877,238.181,-2.77087,8.38164,-49.0147,72.3
4907.04,-0.217642,6.08441,131.831,0.230946,238.905,-2.9931,8.24006,-46.2353,72.42
4911.56,-0.220141,6.08468,132.24,0.21922,239.666,-3.20977,8.17086,-43.9017,72.52
4916.26,-0.222984,6.08482,132.671,0.207818,240.463,-3.41849,8.17049,-41.3195,72.63
4921.06,-0.226136,6.08488,133.124,0.196647,241.296,-3.61795,8.23068,-38.724,72.74
4924.8,-0.228768,6.08486,133.555,0.186599,242.087,-3.78963,8.30653,-36.3574,72.84
4928.65,-0.231661,6.08473,134.049,0.174807,243.076,-3.98131,8.44687,-33.5117,72.96
4932.2,-0.234555,6.08446,134.565,0.165265,243.933,-4.12828,8.64863,-30.8979,73.07
4935.47,-0.237594,6.08387,135.103,0.155734,244.904,-4.2898,9.07312,-28.2909,73.18
4938.45,-0.240874,6.08283,135.714,0.146571,245.994,-4.42188,9.76147,-25.6895,73.29
4941.15,-0.244301,6.08183,136.242,0.139083,246.935,-4.5281,10.389,-23.3484,73.39
4943.56,-0.247819,6.08062,136.842,0.131015,248.003,-4.62971,11.0819,-20.8035,73.5
4945.7,-0.251416,6.07928,137.462,0.12307,249.105,-4.72412,11.8203,-18.064,73.62
4947.56,-0.255318,6.07781,138.102,0.115258,250.242,-4.79287,12.4221,-15.8094,73.72
4949.16,-0.259543,6.0761,138.761,0.108,251.406,-4.85552,13.1785,-13.3616,73.83
4950.48,-0.263965,6.07428,139.439,0.100837,252.603,-4.90656,13.9226,-10.9478,73.94
4951.54,-0.268521,6.07238,140.136,0.0937015,253.833,-4.94738,14.6186,-8.57224,74.05
4952.34,-0.273209,6.06996,140.849,0.0881475,255.074,-4.9797,15.7323,-6.03585,74.17
4952.85,-0.277571,6.06732,141.513,0.0840995,256.317,-5.00865,16.9987,-3.95978,74.27
4953.18,-0.282647,6.06394,142.327,0.0803618,257.58,-5.04022,18.4079,-1.74484,74.38
4953.26,-0.288014,6.06099,143.02,0.0772287,258.865,-5.07505,19.7881,0.381732,74.49
4953.12,-0.29373,6.05704,143.796,0.0759986,260.131,-5.12634,21.6495,2.41788,74.6
4952.75,-0.300287,6.05182,144.585,0.0784071,261.213,-5.21012,24.4529,4.35495,74.71
4952.18,-0.307417,6.04641,145.381,0.081261,262.387,-5.31805,26.9667,5.98848,74.81
4951.43,-0.314898,6.04107,146.178,0.0837403,263.569,-5.49329,29.6728,7.75567,74.93
4950.5,-0.32335,6.03512,147.049,0.0867507,264.851,-5.70226,32.0409,9.20009,75.04
4949.42,-0.330854,6.03,147.775,0.0896685,265.905,-5.9493,34.1646,10.3784,75.15
4948.21,-0.339991,6.02479,148.572,0.0915695,267.105,-6.30649,36.0421,11.5466,75.25
4946.88,-0.350248,6.01967,149.37,0.0931789,268.334,-6.7972,37.7588,12.6575,75.37
4945.44,-0.361171,6.01443,150.168,0.0951886,269.554,-7.28051,39.1765,13.4853,75.47
4943.9,-0.372386,6.00911,150.964,0.0975588,270.765,-7.88392,40.7137,14.2946,75.58
4942.29,-0.383789,6.00368,151.759,0.100264,271.966,-8.5629,42.222,15.0006,75.69
4940.6,-0.395488,5.99815,152.55,0.103257,273.157,-9.31792,43.6912,15.6055,75.8
4938.85,-0.407363,5.99251,153.337,0.106499,274.339,-10.1374,45.108,16.1494,75.92
4937.22,-0.418177,5.98726,154.12,0.110043,275.507,-11.0106,46.4963,16.5138,76.02
4935.39,-0.430064,5.9813,154.898,0.113864,276.661,-11.9275,47.8547,16.8228,76.13
4933.36,-0.442884,5.97463,155.669,0.117822,277.805,-12.8732,49.1572,17.0386,76.24
4931.65,-0.453361,5.96896,156.364,0.121434,278.946,-13.8322,50.3577,17.1606,76.35
4929.76,-0.464631,5.96247,157.121,0.125607,279.969,-14.7896,51.5344,17.1967,76.46
4927.87,-0.475611,5.9557,157.87,0.129953,281.079,-15.647,52.5825,17.1568,76.56
4925.99,-0.486294,5.9486,158.609,0.134445,282.172,-16.5638,53.7121,17.0343,76.67
4924.12,-0.496689,5.94116,159.339,0.139054,283.25,-17.4413,54.8177,16.8311,76.78
4922.29,-0.506854,5.93333,160.06,0.143752,284.312,-18.2729,55.8991,16.5218,76.9
4920.49,-0.517303,5.92508,160.771,0.148508,285.36,-19.0818,57.0458,16.1682,77.01
4918.73,-0.528717,5.91632,161.475,0.153326,286.398,-19.9654,58.0657,15.7472,77.12
4917.02,-0.540706,5.90709,162.173,0.158205,287.425,-20.685,58.974,15.3061,77.22
4915.37,-0.552933,5.89741,162.864,0.163113,288.442,-21.445,59.9511,14.7594,77.33
4913.92,-0.565216,5.88728,163.547,0.168022,289.451,-22.1605,60.9045,14.1515,77.44
4912.26,-0.577461,5.87671,164.222,0.172903,290.451,-22.822,61.834,13.4853,77.55
4910.95,-0.58853,5.86568,164.889,0.177729,291.444,-23.4221,62.7393,12.7639,77.66
4909.59,-0.600684,5.85526,165.488,0.18246,292.43,-23.9574,63.6155,11.9909,77.77
4908.31,-0.612875,5.84224,166.198,0.187072,293.411,-24.4243,64.4624,11.1693,77.88
4907.02,-0.625798,5.82983,166.838,0.191556,294.387,-24.7813,65.2867,10.2887,77.99
4906.04,-0.635001,5.81825,167.411,0.195847,295.361,-24.9488,66.1003,9.35274,78.1
4905.06,-0.644052,5.80515,168.033,0.199878,296.339,-24.9508,66.8803,8.37084,78.21
4904.19,-0.652555,5.7916,168.646,0.203326,297.318,-24.8062,67.6323,7.34508,78.32
4903.43,-0.660862,5.77756,169.304,0.207198,298.296,-24.5317,68.3589,6.27846,78.43
4902.8,-0.669941,5.76169,169.898,0.210502,299.272,-24.143,69.062,5.17445,78.54
4902.28,-0.677637,5.74805,170.43,0.21331,300.154,-23.7036,69.6817,4.14151,78.64
4901.9,-0.686312,5.73261,171.006,0.216196,301.118,-23.1407,70.3427,2.97669,78.76
4901.64,-0.695258,5.71677,171.573,0.218882,302.073,-22.5101,70.9825,1.78586,78.86
4901.52,-0.704507,5.70054,172.131,0.221383,303.018,-21.8284,71.6018,0.573105,78.97
4901.53,-0.71408,5.68398,172.679,0.223715,303.951,-21.1122,72.2005,-0.65744,79.08
4901.68,-0.72399,5.66711,173.218,0.225895,304.871,-20.378,72.779,-1.90165,79.19
4901.96,-0.734241,5.64998,173.748,0.22794,305.776,-19.6416,73.3372,-3.15541,79.3
4902.34,-0.743856,5.63421,174.268,0.229867,306.666,-18.9183,73.8749,-4.41467,79.41
4902.89,-0.75475,5.61668,174.733,0.231693,307.54,-18.2221,74.392,-5.67542,79.52
4903.57,-0.765969,5.59898,175.28,0.233434,308.398,-17.5661,74.8881,-6.93373,79.63
4904.48,-0.778559,5.57953,175.772,0.235104,309.24,-16.9618,75.363,-8.18577,79.74
4905.36,-0.789316,5.56323,176.211,0.236573,309.991,-16.419,75.8163,-9.42778,79.85
4906.46,-0.801406,5.54521,176.685,0.238286,310.875,-15.9459,76.2476,-10.6562,79.96
4907.69,-0.813743,5.52714,177.15,0.23968,311.669,-15.549,76.6565,-11.8674,80.07
4909.06,-0.826302,5.50902,177.606,0.241186,312.448,-15.2326,77.0428,-13.0582,80.18
4910.55,-0.839058,5.48921,178.094,0.242803,313.212,-14.9996,77.4063,-14.2253,80.29
4912.18,-0.851982,5.47268,178.492,0.24413,313.894,-14.8607,77.7169,-15.2631,80.4
4913.92,-0.865005,5.45447,178.922,0.245572,314.631,-14.783,78.037,-16.3788,80.5
4915.79,-0.877521,5.43627,179.343,0.247003,315.356,-14.7333,78.337,-17.4785,80.61
4917.78,-0.88867,5.41817,179.756,0.248402,316.073,-14.6484,78.611,-18.5594,80.72
4919.88,-0.899007,5.40008,180.16,0.249733,316.785,-14.5514,78.8551,-19.6148,80.83
4921.9,-0.908968,5.38196,180.557,0.25099,317.487,-14.4591,79.0794,-20.6444,80.94
4924.22,-0.918777,5.36378,180.947,0.252169,318.179,-14.381,79.2887,-21.6473,81.05
4926.65,-0.927653,5.34717,181.329,0.253268,318.86,-14.3213,79.4856,-22.6226,81.16
4929.18,-0.937351,5.32883,181.67,0.254284,319.53,-14.2768,79.6715,-23.5699,81.27
4931.82,-0.947,5.30873,182.072,0.255214,320.19,-14.2487,79.8463,-24.4868,81.38
4934.56,-0.95665,5.2919,182.433,0.256052,320.84,-14.2388,80.0109,-25.3721,81.49
4937.39,-0.966204,5.27331,182.756,0.256736,321.422,-14.2356,80.1669,-26.2282,81.6
4940.32,-0.975547,5.25466,183.105,0.25739,322.054,-14.2328,80.3104,-27.0515,81.71
4943.34,-0.984595,5.23654,183.448,0.257544,322.723,-14.2304,80.2571,-27.7673,81.81
4946.44,-0.992958,5.22003,183.786,0.256545,323.61,-14.2117,79.5287,-28.58,81.93
4949.61,-1.00073,5.20487,184.12,0.254581,324.443,-14.1836,78.5006,-29.1923,82.04
4952.86,-1.008,5.19132,184.449,0.251528,325.48,-14.1465,76.817,-29.7849,82.15
4956.17,-1.01514,5.17826,184.776,0.248098,326.524,-14.1086,75.0342,-30.2641,82.25
4959.52,-1.02213,5.16586,185.101,0.244202,327.572,-14.0727,73.1639,-30.6155,82.37
4962.9,-1.02886,5.15404,185.424,0.239913,328.627,-14.0271,71.1867,-30.8516,82.47
4966.3,-1.03509,5.14251,185.747,0.235441,329.661,-13.9554,69.2448,-30.9682,82.58
4969.71,-1.04095,5.13031,186.068,0.231313,330.623,-13.8468,67.5895,-30.9815,82.69
4973.11,-1.04681,5.1161,186.389,0.228255,331.375,-13.7036,66.9321,-30.8777,82.8
4976.19,-1.05189,5.10204,186.711,0.224999,332.131,-13.5335,66.2574,-30.7134,82.91
4979.56,-1.05688,5.09043,187.003,0.220855,332.96,-13.3224,65.2129,-30.4868,83.02
4982.9,-1.06168,5.07763,187.363,0.216117,333.876,-13.075,63.7756,-30.2083,83.13
4986.21,-1.06571,5.06589,187.672,0.212289,334.713,-12.793,62.8312,-29.8587,83.24
4989.47,-1.06996,5.05132,188.018,0.208879,335.419,-12.4561,62.639,-29.4418,83.35
4992.69,-1.0733,5.0367,188.367,0.205412,336.127,-12.0394,62.4807,-29.0118,83.46
4995.86,-1.07536,5.02174,188.72,0.20206,336.752,-11.573,62.4748,-28.6085,83.57
4998.98,-1.0766,5.00674,189.075,0.198318,337.508,-10.9348,62.4756,-28.111,83.68
5002.05,-1.07743,4.98996,189.471,0.194984,338.184,-10.2861,62.6017,-27.6513,83.79
5005.07,-1.07766,4.97584,189.806,0.191953,338.792,-9.64348,62.7647,-27.232,83.89
5008.03,-1.07761,4.96019,190.176,0.18861,339.462,-8.9035,62.946,-26.7713,84
5010.95,-1.0776,4.94397,190.548,0.185521,340.098,-8.1497,63.3518,-26.2699,84.12
5013.82,-1.07766,4.92771,190.919,0.182446,340.733,-7.40084,63.6865,-25.8564,84.22
5016.63,-1.07787,4.91138,191.291,0.179435,341.366,-6.67419,64.0499,-25.4087,84.33
5019.4,-1.07771,4.89503,191.662,0.176537,341.999,-5.94407,64.4068,-24.9862,84.44
5022.13,-1.07673,4.87872,192.033,0.173776,342.633,-5.2024,64.7467,-24.5799,84.55
5024.81,-1.07534,4.86243,192.404,0.171154,343.267,-4.40815,65.1032,-24.1537,84.67
5027.21,-1.07366,4.84763,192.775,0.168704,343.901,-3.74924,65.3935,-23.824,84.77
5029.81,-1.0709,4.83141,193.146,0.166454,344.534,-3.00336,65.7009,-23.4951,84.88
5032.61,-1.06621,4.81374,193.515,0.164463,345.166,-2.19987,66.0082,-23.2142,84.99
5034.92,-1.06091,4.79897,193.851,0.162765,345.786,-1.33839,66.3572,-22.9727,85.1
5037.44,-1.05436,4.78277,194.219,0.161392,346.405,-0.457001,66.6852,-22.7723,85.21
5039.94,-1.04744,4.76658,194.585,0.160089,347.02,0.423688,67.0087,-22.6175,85.32
5042.42,-1.0403,4.7504,194.95,0.159028,347.631,1.28916,67.3302,-22.5115,85.43
5044.89,-1.03215,4.73279,195.346,0.158181,348.235,2.13681,67.6497,-22.4572,85.54
5047.36,-1.02526,4.71815,195.674,0.157738,348.78,2.87275,67.9398,-22.4506,85.65
5049.83,-1.01771,4.70209,196.032,0.157547,349.373,3.62916,68.262,-22.4923,85.75
5052.31,-1.01026,4.6861,196.387,0.157689,350.011,4.37602,68.618,-22.5972,85.87
5054.81,-1.00296,4.67018,196.739,0.15818,350.536,4.92452,68.9191,-22.7328,85.97
5057.32,-0.995831,4.65436,197.087,0.159038,351.107,5.44302,69.2548,-22.9343,86.08
5059.85,-0.988835,4.63865,197.431,0.160274,351.67,5.86833,69.5946,-23.1918,86.19
5062.42,-0.981967,4.62307,197.773,0.161895,352.229,6.19742,69.9381,-23.5067,86.3
5065.03,-0.975219,4.60761,198.111,0.163901,352.783,6.42907,70.3163,-23.9172,86.42
5067.44,-0.969181,4.59368,198.416,0.166289,353.331,6.5646,70.6337,-24.3142,86.52
5070.14,-0.962032,4.57712,198.777,0.169053,353.873,6.60769,70.9842,-24.8098,86.63
5073.15,-0.955548,4.56208,199.104,0.172179,354.409,6.56412,71.3353,-25.3686,86.74
5075.72,-0.949691,4.54854,199.398,0.175325,354.891,6.44152,71.6863,-25.9922,86.85
5078.61,-0.943265,4.53376,199.745,0.17946,355.46,6.24919,72.0362,-26.6818,86.96
5081.58,-0.936837,4.51912,200.029,0.183188,355.927,6.02235,72.3526,-27.367,87.06
5084.64,-0.930393,4.5046,200.337,0.187564,356.432,5.69676,72.7296,-28.2638,87.18
5087.79,-0.923918,4.48887,200.666,0.192638,356.972,5.35923,73.0717,-29.1582,87.29
5091.05,-0.917403,4.47585,200.935,0.197082,357.413,5.03016,73.3794,-30.0321,87.39
5094.41,-0.91084,4.46161,201.225,0.202174,357.886,4.65455,73.7135,-31.0607,87.5
5097.9,-0.904227,4.44743,201.508,0.207456,358.348,4.27574,74.0426,-32.1602,87.61
5101.5,-0.897519,4.4333,201.784,0.212904,358.798,3.90802,74.3658,-33.332,87.72
5105.24,-0.890651,4.41922,202.053,0.218499,359.234,3.56658,74.6821,-34.5767,87.83
5108.77,-0.883516,4.40517,202.314,0.22422,359.656,3.26956,74.9904,-35.8957,87.94
5113.16,-0.87614,4.39114,202.567,0.230046,360.065,3.02664,75.2902,-37.2888,88.05
5116.96,-0.869079,4.37853,202.811,0.235714,360.469,2.86013,75.5302,-38.7523,88.16
5121.3,-0.859315,4.36773,203.027,0.238975,361.148,2.86717,74.3763,-40.3091,88.27
5125.81,-0.845809,4.35833,203.256,0.241262,361.91,3.16775,72.7013,-41.902,88.38
5130.93,-0.828301,4.3495,203.499,0.242439,362.741,3.69038,70.5528,-43.4778,88.49
5135.36,-0.812547,4.34279,203.704,0.242809,363.607,4.38142,68.1654,-45.0108,88.6
5140.85,-0.792589,4.33529,203.96,0.242538,364.49,5.22417,65.672,-46.4884,88.71
5145.57,-0.775037,4.3289,204.183,0.242305,365.251,6.11507,63.4179,-47.8929,88.82
5150.91,-0.755158,4.32178,204.435,0.242021,366.051,7.29897,61.3565,-49.228,88.93
5156.38,-0.732981,4.31424,204.715,0.241394,366.903,8.46399,59.332,-50.4972,89.04
5162,-0.713723,4.30795,204.953,0.24093,367.585,9.59811,57.6239,-51.6095,89.15
5167.75,-0.691749,4.30104,205.218,0.240551,368.301,10.8983,55.9054,-52.7766,89.25
5173.62,-0.669249,4.29416,205.486,0.240359,368.984,12.2246,54.3484,-53.8941,89.36
5179.61,-0.646041,4.28736,205.755,0.240411,369.637,13.565,52.9381,-54.9717,89.47
5185.72,-0.622325,4.28069,206.026,0.24075,370.263,14.8862,51.6672,-56.0124,89.58
5191.95,-0.598401,4.2742,206.297,0.241412,370.864,16.1522,50.5304,-57.0206,89.69
5197.7,-0.574546,4.26795,206.567,0.242434,371.443,17.3272,49.5234,-58.003,89.8
5204.72,-0.550877,4.26203,206.837,0.243852,372.003,18.3811,48.6415,-58.9662,89.91
5210.66,-0.52954,4.25699,207.081,0.245693,372.548,19.2899,47.8785,-59.9172,90.02
5217.3,-0.504138,4.25144,207.372,0.247973,373.081,20.0356,47.2274,-60.8631,90.13
5224.66,-0.480989,4.24691,207.637,0.250696,373.604,20.6062,46.6808,-61.8108,90.24
5230.89,-0.459998,4.2433,207.875,0.253856,374.118,20.9963,46.2311,-62.7671,90.35
5238.48,-0.434794,4.23964,208.158,0.257435,374.625,21.2063,45.8704,-63.7384,90.46
5244.9,-0.413708,4.23718,208.39,0.261032,375.08,21.2461,45.6134,-64.6396,90.56
5252.07,-0.390351,4.23509,208.642,0.265336,375.618,21.1153,45.3861,-65.7499,90.68
5259.36,-0.364592,4.23357,208.912,0.270403,376.102,20.8408,45.2478,-66.8002,90.79
5266.76,-0.342845,4.23288,209.132,0.274883,376.535,20.4805,45.174,-67.7857,90.9
5274.28,-0.318574,4.23272,209.37,0.280037,377,19.9839,45.1435,-68.9063,91
5281.93,-0.293894,4.23314,209.602,0.285384,377.494,19.3526,45.163,-70.1754,91.12
5289.71,-0.268773,4.2341,209.828,0.290875,377.893,18.7801,45.2153,-71.2714,91.22
5297.62,-0.245277,4.23544,210.045,0.296421,378.316,17.9888,45.3276,-72.4968,91.33
5304.94,-0.22515,4.23712,210.255,0.301879,378.725,17.0229,45.4846,-73.7563,91.44
5313.86,-0.208138,4.23914,210.456,0.307272,379.121,15.869,45.6747,-75.0506,91.55
5322.2,-0.192867,4.24158,210.65,0.31263,379.504,14.5875,45.8759,-76.3862,91.66
5329.91,-0.179384,4.24414,210.821,0.318,379.87,13.2337,46.0834,-77.7625,91.77
5338.53,-0.164503,4.24759,211.016,0.323383,380.218,11.8498,46.2959,-79.1774,91.88
5347.31,-0.14944,4.2507,211.172,0.328755,380.545,10.4824,46.5104,-80.6301,91.99
5356.26,-0.13395,4.25429,211.335,0.333615,380.823,9.29367,46.7047,-81.9824,92.09
5365.36,-0.117944,4.25795,211.49,0.339397,381.133,7.98051,46.9343,-83.6424,92.21
5374.64,-0.101435,4.26161,211.636,0.344158,381.371,7.01111,47.1202,-85.0546,92.32
5384.09,-0.084546,4.26516,211.773,0.349322,381.633,6.02573,47.3333,-86.7804,92.43
5393.72,-0.0674185,4.26858,211.9,0.353954,381.85,5.36567,47.3692,-88.2319,92.54
5403.52,-0.051875,4.2717,212.019,0.358148,382.092,4.70362,47.2437,-89.847,92.64
5413.5,-0.0417888,4.27433,212.129,0.362218,382.315,3.93132,47.1442,-91.4474,92.75
5423.66,-0.0381178,4.27655,212.232,0.366161,382.523,2.99819,47.0413,-93.0396,92.86
5433.99,-0.0383308,4.2786,212.327,0.37005,382.717,1.95544,46.9367,-94.6243,92.97
5444.49,-0.040085,4.28066,212.415,0.374296,382.91,0.750003,46.827,-96.3439,93.09
5454.19,-0.0420775,4.28273,212.495,0.377857,383.054,-0.272304,46.7418,-97.7696,93.19
5466.01,-0.0444248,4.28479,212.568,0.381801,383.195,-1.38018,46.6561,-99.3306,93.3
5477.03,-0.0463196,4.28676,212.633,0.385774,383.319,-2.43781,46.5792,-100.884,93.41
5487.2,-0.0477714,4.28842,212.686,0.389379,383.417,-3.33029,46.5021,-102.431,93.52
5498.54,-0.0491788,4.29018,212.741,0.393642,383.521,-4.28627,46.4028,-103.972,93.63
5511.11,-0.0501947,4.2915,212.783,0.397568,383.599,-5.03041,46.3181,-105.504,93.74
5521.74,-0.0509438,4.2924,212.815,0.401498,383.663,-5.63192,46.2428,-107.028,93.85
5533.59,-0.0516411,4.29304,212.843,0.405428,383.714,-6.08065,46.1757,-108.545,93.96
5545.6,-0.0522775,4.29327,212.863,0.408997,383.749,-6.35195,46.1207,-109.917,94.06
5557.78,-0.0529265,4.29308,212.875,0.412916,383.775,-6.5004,46.0655,-111.421,94.17
5570.13,-0.0536581,4.29246,212.88,0.416826,383.79,-6.49683,46.0147,-112.918,94.28
5582.64,-0.0545365,4.29144,212.877,0.420727,383.793,-6.35092,45.9674,-114.408,94.4
5595.31,-0.055618,4.29002,212.867,0.424618,383.785,-6.07634,45.9229,-115.891,94.5
5608.15,-0.0569494,4.28824,212.849,0.4285,383.763,-5.69003,45.8806,-117.367,94.61
5621.15,-0.0585466,4.28619,212.825,0.431585,383.752,-5.21152,45.6545,-118.813,94.72
5634.31,-0.0603913,4.28405,212.796,0.431917,383.86,-4.66164,44.3488,-120.24,94.83
5647.61,-0.0625474,4.28174,212.769,0.431454,383.993,-4.06008,42.7992,-121.57,94.94
5659.83,-0.0650191,4.2793,212.743,0.430538,384.124,-3.42609,41.2275,-122.76,95.05
5674.63,-0.0677881,4.2768,212.72,0.428823,384.261,-2.72055,39.3762,-123.887,95.17
5687.05,-0.0705527,4.27455,212.702,0.426169,384.431,-2.13565,37.5821,-124.72,95.27
5700.81,-0.0721614,4.27212,212.687,0.424113,384.558,-1.40857,36.0207,-125.477,95.38
5714.65,-0.0708204,4.26961,212.677,0.422395,384.659,-0.623704,34.7313,-126.102,95.49
5728.54,-0.0672526,4.26759,212.67,0.420975,384.74,0.243233,33.6719,-126.62,95.6
5742.49,-0.0608191,4.26546,212.662,0.419808,384.8,1.19283,32.7963,-127.047,95.71
5756.49,-0.0518195,4.26343,212.652,0.418791,384.839,2.11734,32.0924,-127.364,95.82
5770.52,-0.0408726,4.26148,212.641,0.417625,384.875,3.28405,31.259,-127.677,95.93
5785.85,-0.0279256,4.25942,212.628,0.416635,384.893,4.36341,30.6436,-127.893,96.04
5798.65,-0.0169974,4.2578,212.616,0.415847,384.897,5.32476,30.158,-128.039,96.15
5812.74,-0.00526886,4.2562,212.602,0.412973,384.951,6.30998,28.933,-128.132,96.25
5826.83,0.00342627,4.2547,212.587,0.410099,384.999,7.10351,27.7175,-128.152,96.36
5840.93,0.00964091,4.2535,212.571,0.407538,385.028,7.71928,26.7483,-128.066,96.47
5855,0.0146503,4.25276,212.557,0.405217,385.046,8.12873,25.97,-127.895,96.58
5869.06,0.0182451,4.25254,212.542,0.40308,385.057,8.29252,25.3492,-127.657,96.69
5883.08,0.01941,4.25281,212.528,0.401069,385.066,8.17101,24.8601,-127.367,96.8
5897.07,0.0178946,4.2536,212.515,0.399125,385.075,7.77853,24.4731,-127.033,96.91
5909.76,0.0154667,4.255,212.504,0.397082,385.089,7.13725,24.1252,-126.661,97.02
5923.67,0.0123162,4.257,212.495,0.394126,385.129,6.27353,23.4689,-126.252,97.13
5937.54,0.00972222,4.25952,212.488,0.390026,385.188,5.22617,22.5485,-125.765,97.24
5951.34,0.00764781,4.26217,212.486,0.383106,385.312,4.03206,20.4991,-125.218,97.35
5965.09,0.00537302,4.26537,212.486,0.377075,385.407,2.74345,18.6971,-124.514,97.46
5978.74,0.00342655,4.26878,212.491,0.370479,385.5,1.53185,17.216,-123.735,97.56
5992.29,0.0020109,4.27226,212.501,0.363762,385.583,0.0777805,15.7687,-122.65,97.68
6006.94,0.0011475,4.27601,212.515,0.357946,385.649,-1.20867,14.702,-121.533,97.79
6019.04,0.000965603,4.27898,212.533,0.352892,385.706,-2.30349,13.9112,-120.435,97.89
6032.21,0.00126949,4.28197,212.558,0.347541,385.768,-3.39081,13.203,-119.154,98
6045.24,0.00203748,4.2846,212.589,0.342365,385.835,-4.3242,12.6342,-117.809,98.11
6058.11,0.00317742,4.28677,212.627,0.337327,385.909,-5.07769,12.1785,-116.412,98.22
6070.83,0.00454614,4.28844,212.672,0.332398,385.994,-5.63366,11.8142,-114.974,98.33
6083.39,0.0058462,4.28955,212.723,0.327557,386.09,-5.98313,11.5225,-113.501,98.44
6095.79,0.00699491,4.2901,212.781,0.322789,386.201,-6.1202,11.2895,-112.001,98.55
6106.91,0.00798165,4.2901,212.847,0.318083,386.327,-6.05137,11.1043,-110.478,98.66
6118.99,0.00868914,4.28957,212.921,0.31343,386.469,-5.78894,10.9581,-108.937,98.77
6130.89,0.00919104,4.28856,213.001,0.308824,386.625,-5.35108,10.8438,-107.382,98.88
6143.68,0.00932651,4.28712,213.09,0.30426,386.797,-4.76126,10.7559,-105.814,98.99
6154.19,0.00905458,4.2855,213.177,0.300143,386.982,-4.04736,10.6902,-104.237,99.1
6165.57,0.00830614,4.28343,213.281,0.295238,387.18,-3.24059,10.6436,-102.652,99.21
6176.78,0.00705753,4.28117,213.392,0.291177,387.371,-2.45463,10.6155,-101.062,99.32
6187.82,0.00529596,4.27878,213.512,0.286732,387.614,-1.48272,10.5974,-99.4674,99.43
6198.68,0.00279586,4.27615,213.651,0.281902,387.848,-0.59964,10.5937,-97.87,99.54
6209.37,0.000272279,4.27401,213.774,0.277889,388.072,0.168614,10.5995,-96.4162,99.65
6219.88,-0.00292875,4.27178,213.916,0.273483,388.329,0.948209,10.6141,-94.8161,99.75
6230.21,-0.00652386,4.26975,214.066,0.269081,388.599,1.63385,10.6355,-93.2156,99.86
6240.37,-0.0104488,4.26799,214.224,0.264683,388.883,2.2037,10.662,-91.6154,99.97
6250.35,-0.0146303,4.26654,214.39,0.260287,389.18,2.64097,10.6919,-90.0157,100.08
6260.16,-0.0189889,4.26544,214.563,0.255897,389.492,2.93436,10.7238,-88.4168,100.19
6269.79,-0.023442,4.26469,214.744,0.251513,389.819,3.07823,10.7565,-86.8189,100.3
6278.39,-0.0275029,4.26434,214.933,0.247142,390.16,3.07266,10.7892,-85.2222,100.41
6287.68,-0.0319094,4.26429,215.129,0.242788,390.517,2.92319,10.8216,-83.6266,100.52
6296.8,-0.0361801,4.26462,215.333,0.238456,390.889,2.64047,10.8536,-82.0324,100.63
6305.75,-0.0402479,4.26518,215.525,0.23415,391.276,2.23965,10.8853,-80.4397,100.74
6314.52,-0.0440553,4.26603,215.744,0.230261,391.676,1.73971,10.9172,-78.8486,100.85
6323.11,-0.0475565,4.2671,215.971,0.226013,392.052,1.21762,10.9469,-77.4039,100.96
6331.53,-0.0507183,4.26832,216.205,0.221798,392.478,0.591133,10.9808,-75.8167,101.07
6339.77,-0.053521,4.26963,216.447,0.217235,392.957,-0.126054,11.0199,-74.0883,101.18
6347.84,-0.056162,4.27108,216.719,0.213082,393.41,-0.787188,11.0582,-72.5069,101.29
6355.74,-0.0580377,4.27225,216.953,0.209329,393.832,-1.37002,11.0953,-71.0723,101.39
6363.47,-0.059779,4.27346,217.217,0.205221,394.308,-1.96991,11.1385,-69.4977,101.5
6371.02,-0.0612135,4.27451,217.489,0.201129,394.797,-2.50674,11.1843,-67.9272,101.61
6378.39,-0.0623827,4.27537,217.768,0.197051,395.3,-2.963,11.2323,-66.3611,101.72
